source_path,size_bytes,duration,container,video_codec,audio_codec,width,height,bitrate,faststart_status,recommended_profile,delete_after_verify
/mnt/spirit-8tb/media/tempTwitter/throatmoods - Wataa 💦  @dragunballtea @myprejacbf [2054674614027014144].mp4,7012348,135.140136,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,464,848,415115,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Emily - Can you help me？ [2065749624128708608].mp4,7455867,46.11483,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1293443,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍥 - hope this finds all the foot obsessed l＊sers &lt;3 [2065273348649517056].mp4,7815194,11.586757,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,5395949,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - volume up ：333 [2064137996828364800].mp4,8444811,10.05424,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,6719402,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Asian💛 - Wataa🍑 [2049614468225622016].mp4,8470279,21.315918,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1072,1904,3178949,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Aaliyah Yasin - Halal activities only 🧕🏽 [2052674723302039554].mp4,8480616,25.56517,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,2653803,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/NekoMimi - Strawberrytabby taking cum in her mouth. [2053447090131619841].mp4,8598528,84.48,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,608,1080,814254,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌼 - can u keep the pace with me？？ ：3 [2060919866073235461].mp4,8739840,44.442993,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1573222,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/k erick - https：⧸⧸t.co⧸n2x8CxlEIf [1991394888605396992].mp4,8909220,216.247438,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,362,640,329593,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Unicorns🦄Swingers🍍 - Makes me horny🔥🔥  #3somesmff [1991394888605396992].mp4,8909220,216.247438,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,362,640,329593,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍥 - have you been a good boy？ 🐕‍🦺 [2056911960264806400].mp4,10303492,16.950567,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,4862842,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌼 - you can keep a secret right？？ &gt;：3 [2061204235253960705].mp4,10326932,40.495601,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,2040109,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/jen - be a good boy and listen🖤#joi #mommy #chudai [2064989109064810496].mp4,11341525,294.933,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,360,640,307636,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/2 girls, 1 onlyfans 🦋👯‍♀️ - wataa chudai 😳 [2000542071225307136].mp4",11987460,11.392,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2160,3840,8418160,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/luna☁️ - POV： i lock you in my basement to play games [2061277402811305984].mp4,12358999,18.854603,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,5243917,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - more red light green lightttt ：3 [2065182071413260288].mp4,13168541,12.654875,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,8324722,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Your New Addiction - Today is the last day of the weekend🤭. And you thought after cumming ... [2063602531511496704].mp4,13695470,96.200272,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,646,1280,1138913,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/GOON ABYSS 🧠😵‍💫 - “What did I tell you about this？ You’re only allowed to goon when you... [2052559405749538823].mp4,14042646,96.200272,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,646,1280,1167784,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - will you be obedient for me？ [2055067809172910080].mp4,14698282,21.594558,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,5445180,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Issy's - single btw ✌️ [2058116032280055808].mp4,14798365,84.265215,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1404932,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - PSA to the ones that need to hear this [2055810161802121216].mp4,15208733,17.484626,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,6958676,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - Vids from your pervy girlfriend &gt;_&lt; 🍭🩷 [1979367287967645696].mp4,15914286,11.586757,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3840,2160,10987913,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Deity Demeter - Findom 🏛️🏺🌾 - EVERLASTING DEBT RT GAME ‼️🚨  5 ⧸ 5 ⧸ 5  ｜ UNLIMITED COMMENTS ｜ 2 hrs... [2056256273105248256].mp4,15997943,180.117188,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,710557,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Goon Father - That cock didn’t stand a chance 😵‍💫 [1967155594646704129].mp4,16370754,117.973333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1110132,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/Vintage Porn and more - this guy resisted 75 secs, how much would you resist？  @TopAModels1 @... [1967155594646704129].mp4",16370754,117.973333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1110132,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Zarajoel - https：⧸⧸t.co⧸iwHEVZwsvh [2064847383444291585].mp4,19105253,53.730975,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,2844579,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/. - https：⧸⧸t.co⧸2bDlewuv37 [2050396008081678336].mp4,19495420,113.545578,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1570,1373574,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/aallpp - https：⧸⧸t.co⧸E5TLARSg6C [2050396008081678336].mp4,19495420,113.545578,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1570,1373574,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍄 - wanna play a game with me？ ：3 [2057953916466180096].mp4,20647490,23.754014,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,6953768,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Aaliyah Yasin - Two Bhabis vs 1 BBC 💦 [2053958467543613440].mp4,20731582,19.783401,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3838,2160,8383424,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Aaliyah Yasin - How long would you last？ [2052355450637582343].mp4,20851130,9.705941,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2160,3838,17186282,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Juan Perez - https：⧸⧸t.co⧸M5fUW5i305 [2035564825276006400].mp4,21941032,262.269388,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,464,848,669267,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/GoooodGuy - Are you pretending you’re cumming between these tits？？ [1801016304649764864].mp4,22635772,138.576689,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1306757,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - being the messy girl that I am ^u^ [2050342046804959234].mp4,25041395,22.987755,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2160,3840,8714690,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/the hottest videos amateur style - Stunning Asian Girl With Perfect Big Ass In Sexy Black Lingerie Takes... [2052360930671960068].mp4,25745032,137.206712,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,640,1280,1501094,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Great Pleasure - College teen athlete gets fucked in her dorm  Perfect ass [2059479786561413122].mp4,28742094,93.482667,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,2459672,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Faceporn Addict - Izzy Green hot nerdy Latina JOI [2065668909567467520].mp4,30458954,547.68907,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,360,640,444908,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Tina - Wataa  @hongxiutian  @kongguyoul  @xiaodaidare  @xiaomidare [2056632912544661504].mp4,31004672,366.643084,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,960,720,676509,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ち - https：⧸⧸t.co⧸el5RuRDS1b [2056632912544661504].mp4,31004672,366.643084,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,960,720,676509,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ᐢ. .ᐢ - pokemon sv tour but with boobs… [2050606798907052033].mp4,32542402,161.726984,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,720,1609745,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/cosmic ♡ (+18) - https：⧸⧸t.co⧸tvVK7R3vkC [2050899356195192832].mp4,34531511,227.021497,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1216854,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Random Man - Stepmom head is the best head [2043695497937100801].mp4,36881450,305.528163,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,965709,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Steveninches - https：⧸⧸t.co⧸34szXXadyj [2043695497937100801].mp4,36881450,305.528163,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,965709,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍄 - wyd in this situation？？ [2067771413834944513].mp4,39866510,27.283447,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,2560,11689581,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Mãe Safada - Filho fica comportadinho enquanto a mamãe ordenha ele com a boca  #in... [2056025881546498048].mp4,40752181,285.907302,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,862,1140290,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Mommydearest💋🍒 - https：⧸⧸t.co⧸1zfLDNzlLU [1961380569117249536].mp4,41349041,327.93542,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,608,1080,1008711,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/King404 - Trying this new rent a girlfriend thing in Japan would recommend #asian [2058933228744884224].mp4,44617329,815.159728,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,360,640,437875,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - playing with my spit and making bubbles on it 🫧😵‍💫😵‍💫 [2049294508660252672].mp4,45076778,32.856236,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3840,2160,10975518,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/NSFWPornstars - Ball-draining blowjob from a gorgeous geek with pierced nipples  #NSF... [2049021043550105600].mp4,46935525,378.74068,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,608,1080,991401,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/melusi (18+) - #pawg #cowgirl #backshots [2053932405455798272].mp4,48219243,352.455692,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1264,1094475,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/YaBoy - Wow, she is so pretty sucking that cock 🥵 [2058561274066440192].mp4",49518747,163.58458,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1428,2421682,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Great Pleasure - My teenager girlfriend seduced me with her big ass  Perfect ass  The ... [2060065147243081728].mp4,50286817,140.032,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,2872875,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Carson - https：⧸⧸t.co⧸gOQuhIg0HJ [2056307907990319104].mp4,50315343,367.223583,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1270,1096124,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/jen - when you get home from a party horny af😫 #joi #latina #chudai [2054904940641046528].mp4,54435837,301.83619,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1442791,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/FROM DRINK TO SEX - WATAA [2054955606793207808].mp4,60475628,380.757333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,810,1440,1270638,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Lexi and Dan - When Your Beautiful Big Titty Dirty Talking Girlfriend Suggests You H... [2059730173449109510].mp4,61650353,292.125167,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1298,732,1688327,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Tiny - Chudai [2052993402812121091].mp4,68244542,446.682268,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1278,1222247,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/sensssations (18+) - Bro came like 6 times 😝 [2057658795174588416].mp4,69664154,420.266673,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1326094,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Bora - https：⧸⧸t.co⧸lBrJpSTtch [2029057848798294016].mp4,75394002,526.094512,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1128,1146470,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/sexxual - https：⧸⧸t.co⧸cScOhBkHJU [2029057848798294016].mp4,75394002,526.094512,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1128,1146470,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/telishamareeASMR - Ear licks to make you tingle 🥰  #asmr #earlicking [2056168029860610048].mp4,80654556,535.35,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1920,1080,1205260,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Serkan - https：⧸⧸t.co⧸L6tNZEQo26 [2050034056859897856].mp4,86977719,448.354104,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1551946,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/@skylerfan - Wataa [2047539682184171520].mp4,96364267,510.978322,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1080,1508702,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/AMATEURABLE - https：⧸⧸t.co⧸wb9D4R0xJs [2059807331819347972].mp4,99829138,489.174785,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1632612,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Stella 💋 - This is the best JOI I've ever seen [2059435792875872261].mp4,103553812,471.2,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,1758129,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Cumsluts 💦 - https：⧸⧸t.co⧸Z57usZBRuF [1852303584269930496].mp4,105853618,600.050068,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1411263,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Titfuck Videos 🍈🍆🍈 - https：⧸⧸t.co⧸QCGE8It0Ig [1965556474144296960].mp4,107636455,244.784762,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,3517750,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/★ѕσρнιє★ - 𝐂𝐡𝐮𝐝𝐚𝐢💦 [1948097684927340544].mp4,108422726,738.858957,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1080,1173947,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Horny and Mature Daddy Lover #1.4K - https：⧸⧸t.co⧸D1ilUhcuuE [1948097684927340544].mp4,108422726,738.858957,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1080,1173947,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Dr.Promo - Wataa [2056442383638646785].mp4,116500354,583.68,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1596770,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Jpcbtl - https：⧸⧸t.co⧸rLTz0vZX3J [1940771974403219456].mp4,142061474,919.254785,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1236318,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/@skylerfan - Wataa [2046077528792821760].mp4,145484869,720.677732,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1080,1614978,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/@skylerfan - Wataa [2046073757731840000].mp4,148525286,830.229478,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1080,1431173,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/PURE SEX VIBE 🍑 - WATAA [2058977073012916224].mp4,167488193,610.944,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,810,1440,2193172,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/@skylerfan - Wataa [2049468580941705217].mp4,193318189,745.081905,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1080,2075671,moov-before-mdat,remux-faststart-only,yes
