path,filename,extension,size_bytes,modified_time,supported_video,ignored_incomplete,old_enough,reason
/mnt/spirit-8tb/media/tempTwitter/Goonz Spam - I know I'm all over that brain 🥰 don't let me down turn every part of... [2032624354320674816].mp4,Goonz Spam - I know I'm all over that brain 🥰 don't let me down turn every part of... [2032624354320674816].mp4,.mp4,2982119,2026-06-21T02:49:23.726Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Jacq - I’ll talk you through it [2029739509060096000].mp4,Jacq - I’ll talk you through it [2029739509060096000].mp4,.mp4,5401050,2026-06-21T02:48:44.678Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Marco - Corinna Kopf vió q sus viewers estaban bajando y se pone a hacer eso ... [2031865430474678274].mp4,Marco - Corinna Kopf vió q sus viewers estaban bajando y se pone a hacer eso ... [2031865430474678274].mp4,.mp4,8050005,2026-06-21T02:48:48.012Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/My Prejac Boyfriend - Cumming first didn’t help him fuck me longer 😅 [1944567124287987712].mp4,My Prejac Boyfriend - Cumming first didn’t help him fuck me longer 😅 [1944567124287987712].mp4,.mp4,6373671,2026-06-21T02:49:45.451Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Rej - صدري حلو ولا،😭،😭،،، [2033263950842769410].mp4,Rej - صدري حلو ولا،😭،😭،،، [2033263950842769410].mp4,.mp4,302146,2026-06-21T02:48:50.680Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Strayz♱ - Corinna Kopf didn't realize she was on Twitch and accidentally threw ... [2033314407317372928].mp4,Strayz♱ - Corinna Kopf didn't realize she was on Twitch and accidentally threw ... [2033314407317372928].mp4,.mp4,902827,2026-06-21T02:49:10.602Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/asad - https：⧸⧸t.co⧸GDO2gJAUXb [2015946958326923267].fhls-1374.mp4.part,asad - https：⧸⧸t.co⧸GDO2gJAUXb [2015946958326923267].fhls-1374.mp4.part,.part,71604835,2026-06-21T02:50:32.613Z,no,yes,no,incomplete/temp file
/mnt/spirit-8tb/media/tempTwitter/asad - https：⧸⧸t.co⧸GDO2gJAUXb [2015946958326923267].fhls-1374.mp4.ytdl,asad - https：⧸⧸t.co⧸GDO2gJAUXb [2015946958326923267].fhls-1374.mp4.ytdl,.ytdl,71,2026-06-21T02:50:32.619Z,no,yes,no,incomplete/temp file
/mnt/spirit-8tb/media/tempTwitter/babybaby - https：⧸⧸t.co⧸GxvApiu1IX [1962398752532312065].mp4,babybaby - https：⧸⧸t.co⧸GxvApiu1IX [1962398752532312065].mp4,.mp4,3611189,2026-06-21T02:48:54.021Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/babybaby - คลิปเต็มในpvacc😾 [2020486244619505664].mp4,babybaby - คลิปเต็มในpvacc😾 [2020486244619505664].mp4,.mp4,768782,2026-06-21T02:48:59.032Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/bookmarksList.txt,bookmarksList.txt,.txt,59740,2026-06-21T00:10:51.343Z,no,no,yes,unsupported input
/mnt/spirit-8tb/media/tempTwitter/emi 🥛 - chudai？ [1992341198627831808].mp4,emi 🥛 - chudai？ [1992341198627831808].mp4,.mp4,789156,2026-06-21T02:48:37.819Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - are you gonna listen or are you gonna keep being a bad boy？？ [2032941365554982912].mp4,luna ✮⋆˙ - are you gonna listen or are you gonna keep being a bad boy？？ [2032941365554982912].mp4,.mp4,3381365,2026-06-21T02:49:20.953Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - did you make it？？ [2033409917030461440].mp4,luna ✮⋆˙ - did you make it？？ [2033409917030461440].mp4,.mp4,2470413,2026-06-21T02:49:12.602Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/luna☁️ - you deserve better than her [2032585680514428928].mp4,luna☁️ - you deserve better than her [2032585680514428928].mp4,.mp4,3272654,2026-06-21T02:49:18.777Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/mommy janie ♡ - i guess after 111k views you deserve part 2 #1 [2032181634393645056].mp4,mommy janie ♡ - i guess after 111k views you deserve part 2 #1 [2032181634393645056].mp4,.mp4,514725,2026-06-21T02:49:31.206Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/mommy janie ♡ - i guess after 111k views you deserve part 2 #2 [2031474789249081344].mp4,mommy janie ♡ - i guess after 111k views you deserve part 2 #2 [2031474789249081344].mp4,.mp4,7066442,2026-06-21T02:49:32.572Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/mommy janie ♡ - my man’s vasectomy was a success ♡ [2031080761265389568].mp4,mommy janie ♡ - my man’s vasectomy was a success ♡ [2031080761265389568].mp4,.mp4,4274671,2026-06-21T02:49:28.616Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/mónica - “what’s the best kiss you’ve seen on a series？”  automatically me： [1618674971353432065].mp4,mónica - “what’s the best kiss you’ve seen on a series？”  automatically me： [1618674971353432065].mp4,.mp4,3922418,2026-06-21T02:48:35.101Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/za - صدري حلو ولا،،،😭،،😭،،،،،، [2033290072963923968].mp4,za - صدري حلو ولا،،،😭،،😭،،،،،، [2033290072963923968].mp4,.mp4,2495858,2026-06-21T02:49:08.295Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/허다연 - 이거.. 나시 너무 자주 입어？ [2033214385280434176].mp4,허다연 - 이거.. 나시 너무 자주 입어？ [2033214385280434176].mp4,.mp4,368548,2026-06-21T02:49:02.276Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/𝐅𝐞𝐢𝐧 ✞ - Corinna Kopf saw her viewers drop and immediately started throwing CA... [2031865430474678274].mp4,𝐅𝐞𝐢𝐧 ✞ - Corinna Kopf saw her viewers drop and immediately started throwing CA... [2031865430474678274].mp4,.mp4,8050005,2026-06-21T02:49:04.996Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/👑 ZEUSS 👑 - Şaka gibi kadın tam 78 yaşında….🤔 [2032494007863963651].mp4,👑 ZEUSS 👑 - Şaka gibi kadın tam 78 yaşında….🤔 [2032494007863963651].mp4,.mp4,2514412,2026-06-21T02:49:16.119Z,yes,no,no,modified less than 120s ago
