source_path,size_bytes,duration,container,video_codec,audio_codec,width,height,bitrate,faststart_status,recommended_profile,delete_after_verify
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Put them in ur mouth？ ：0 [1831007797254991872].mp4,165173,3.966667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1280,664,333121,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - What good macaroni sounds like •ﻌ• [1758989866464169984].mp4,168816,4.597551,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,596,293749,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/♡ Vanessa ♡︎ - Jiggly wagon Wednesday ：P [1887190827883024384].mp4,175739,1.266667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1394,720,1109930,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - would youuu… wanna makeout？ perchance？ [1901689632276041728].mp4,176677,3.633333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,816,616,389013,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/♡ 𝐄𝐯𝐞 𝐃𝐚𝐫𝐥𝐢𝐧𝐠 ♡ - call me cute and give me head pats pls [1948648681848406021].mp4,189069,2.995374,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,960,504962,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - mouth monday &lt;3 [1876340515676844032].mp4,191183,3.866667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,774,534,395551,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - looking for backshots ：3 [1679326247896350720].mp4,192805,3.017143,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,972,511225,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - can you help me practice？ [1896628667570126848].mp4,199144,2.353333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,970,664,676976,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/clair ：3 - fuck my throat？？？ pls？？ #nsfwtwt [1995231427106107392].mp4,200617,1.927256,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,832757,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Listen closely ₍ᐢ.  ̫.ᐢ₎ [1772369749835702272].mp4,212712,4.99229,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1278,720,340864,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - oh hey I’m back ;-) [1761066122802278400].mp4,217164,4.179592,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,598,415665,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - @ me if I should I take it off ^_^ [1761158904493535232].mp4,233507,5.966667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1186,666,313081,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/BABYLING ♡ - do you like receiving head or giving head？ 😽 [1907179978673807360].mp4,234634,2.089796,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1440,1080,898208,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - A little more asmr ⋆𐙚₊ [1755379002145972224].mp4,235647,5.20127,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,362445,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Morninngggg ：3 [2020795247790292992].mp4,239112,1.578667,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1211715,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - hey nsfwtwt do u miss me ：3 [1780405869580255232].mp4,244655,1.9,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1280,720,1030126,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - mae juice ：3 [1808921179979460610].mp4,245660,2.993333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,720,656552,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Hehe then the audio up ：3 [1753163706710839296].mp4,268545,3.482993,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,616814,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Venus🔮📿 - made a mess! [1859347804960804864].mp4,272088,2.948934,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,848,480,738132,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - wanna be cuddle buddies？ [1878133846752849920].mp4,275188,2.995374,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1066,720,734967,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/zoey! - eagles or chiefs？ [1888996722703007744].mp4,285796,2.647075,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,863733,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/bun - can you hold eye contact？ [2012658869571551232].mp4,294787,5.665669,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,644,416243,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - who wants dinner ？ ：3 [1709090552757800960].mp4,296795,1.902585,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1247965,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - heres your titty tuesday post 💕 [1891895809488142336].mp4,302866,3.3,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1068,720,734220,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Gm coochie asmr ：333 [1750531357430931456].mp4,320415,6.362268,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,402894,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Hehe asmr &lt;3 [1753906184019714048].mp4,332243,7.871565,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1282,720,337663,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/zoey! - do u prefer shorts or no shorts？ 👀🍑 [1883725898748141568].mp4,337267,3.157914,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,854404,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Bibi - wataa 💦 [1887143026398535680].mp4,337729,1.950476,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1385216,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - 🍝 [1790835142753439744].mp4,345375,5.433469,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,508514,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/clair ：3 - let me be ur toy ？？？ ：333  #nsfwtwt [1993698583963713536].mp4,349493,4.086712,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,684154,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - The best type of asmr [1751316993805037568].mp4,350508,5.735329,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,488910,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/v 🪼 - chudai [1980303305352876032].mp4,376897,4.433333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,960,680114,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - its tuesday so… [1876694371048857600].mp4,376902,4.760091,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,836,570,633436,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/°. • 𓆩K𓆪 ✧ °. • - wataa [1984725299821469696].mp4,380446,2.533333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,1280,1201408,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - can i put them in your face？ [1894440267609956352].mp4,382774,4.363333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,646,846,701801,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Throne 🍑 - Before you go to bed jerk your dick to this PHAT white ass 😍 [2010888532827504640].mp4,386070,17.333333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,360,640,178186,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - who’s awake ：x [1759799209501552640].mp4,405131,12.260136,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,264356,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ᕱ⑅ᕱ - welcome you home from work like this？ [1692091015275204608].mp4,417890,5.524898,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,605100,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - can i show you something [1997880350589300736].mp4,419985,5.08517,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1188,666,660721,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/zoey! - do guys like when girls wear nylons？🫣 [1899884093355008000].mp4,423882,2.763175,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1227231,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Bibi - wataa [1987891851718746112].mp4,438282,6.03,"mov,mp4,m4a,3gp,3g2,mj2",h264,,876,562,581468,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - type 123 if u want a gf [1925240026096369664].mp4,439453,1.764717,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1272,716,1992174,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Nut here？ `⎚⩊⎚´ [1806789763233640448].mp4,440926,5.666667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1080,598,622483,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - hello is this thing on [1924460169452294144].mp4,444248,3.250794,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1093266,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒𝐭𝐞𝐥𝐥𝐚 - hi ：3 [1887193329223319552].mp4,451032,4.1,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1150,696,880062,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Jessy ren - WATAA 💦 [1975395494466584576].mp4,455429,4.086712,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,891531,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - Oiled them up for you ♡ [1879972641232048128].mp4,457857,4.4,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1318,720,832467,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - what’s ur volume turned up too ;) [1867662125885534210].mp4,463843,5.456689,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,680035,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/༺diosa༻ - wataa ☁️ [2013002511142031360].mp4,484082,6.326667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1280,720,612116,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/DAY 🕷️ - chudai [1999517687160987648].mp4,488374,5.966667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,848,624,654803,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/DAY 🕷️ - who wanna eat my ass next？ 👀 [1999517687160987648].mp4,488374,5.966667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,848,624,654803,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝓟𝓾𝓹𝓹𝔂𝓑𝓾𝓷𝓼 ໒꒰´ཀ`꒱১ - SHAMELESS PUPPY REPOST &gt;：3 [1807711575199055873].mp4,491552,7.738333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,752,508173,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Who needs sum pillows ᡣ𐭩 [1756883440581169152].mp4,495551,11.656417,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,594,340105,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/BBW Queen Aaliyah 👑 - wataa 🤍 [1976890667281321984].mp4,498212,4.690431,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1154,720,849750,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/zoey! - say hi for kitty in your DMs 🐈‍⬛ [1894074971883732994].mp4,502247,3.250794,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1235998,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - ok can i sit on someones face [2013090193901838336].mp4,508419,2.716735,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1024,768,1497147,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - this ur fav type of asmr？ [1806403360574369792].mp4,519007,11.215238,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,370215,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Creampie？ ：3 [1933222419722088449].mp4,521465,6.896327,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,604919,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/anikauwu - face reveal [1992505882522099712].mp4,540178,6.849887,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,576,1024,630875,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/4’9 anal princess 👸 - Wataa 👄 [1978823238034640896].mp4,552903,5.549569,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,960,797039,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - creamy coochie 🤧 [1752440773721858048].mp4,553229,11.981497,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,369388,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - the best macaroni &lt;3 [1752122022984052736].mp4,553651,10.936599,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,404989,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/♡ Vanessa ♡︎ - Naughty or nice？ 💌 [1871573255552745472].mp4,554843,3.433333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1280,720,1292838,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - my ass ate my shorts again 😐 [2012743586794586112].mp4,554901,3.274014,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1024,768,1355891,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - hey ( twitter is dying ) [1694429122804723712].mp4,571909,4.533333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1012,720,1009251,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/°. • 𓆩K𓆪 ✧ °. • - wataa😝 [1989966363079675904].mp4,572882,3.5,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,1280,1309444,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Hehe don’t turn volume up [1827423432272969728].mp4,585186,10.44898,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,448033,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/‧͙⁺˚＊･༓☾ bunny ☽༓･＊˚⁺‧͙ - Chudai [1932135553928925184].mp4,589329,4.690431,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1005159,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - since yall love coochie asmr&lt;3 [1752774178439331843].mp4,594815,11.726077,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,405806,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ramie - id stop scrolling too [1819195447530909696].mp4,600251,5.994667,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,852,480,801046,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - mornin hornyy [1874141547047895040].mp4,628274,5.20127,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1260,720,966339,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mai ♡ - you next？ ;3 [1905376517586071552].mp4,632945,5.06195,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1128,720,1000318,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Lee🕸️ - wataa [1975029638238748672].mp4,633411,4.318912,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1173278,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ROXANNE 🖤 - Huge balls 😳💦 + big dick 🍆 #2 [1900691194294005762].mp4,652975,3.390113,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1540892,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Pearl ✿ - Just doing what I love 🤤💜 [2002490267362865152].mp4,665255,4.760091,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1062,720,1118054,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/21+ - Wataa 🎀 [1881816312693108736].mp4,670000,6.153288,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1410,720,871079,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/ROXANNE 🖤 - I need another cock after this nice face fuck 😩👅 from @_daddyhokage 🍆 [1766527733344223232].mp4,674607,4.318912,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1249586,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Marconi noises ：333 [1750833507117805568].mp4,695880,8.359184,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,665978,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/♡ Vanessa ♡︎ - Bunny says hi ：P [1892301280522993664].mp4,752216,3.666667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1080,1920,1641198,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Linchen1207 - https：⧸⧸t.co⧸OrZJqvbIQT [1981773682528616448].mp4,752897,5.06195,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1189892,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Miranda Randa - wataa [2019052151532556288].mp4,753622,5.735,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,1280,1051259,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - just the TIP !! &gt;：3 [1804213578796298242].mp4,762746,10.10068,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,596,604114,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/༺diosa༻ - wataa🪞 [1879352688766222336].mp4,768908,6.315828,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,594,973944,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Good morning &lt;3333  #nsfwtwtًً  #asian #alt [2017514956212617216].mp4,779264,7.488,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,854,480,832547,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Repost for a treat in your dms ：3🖤  #nsfwtwtًً #asian #alt [1996666670119579648].mp4,786772,6.037188,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1042567,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Cum Bunny - https：⧸⧸t.co⧸mfjxeTQrGe [1970727513866240000].mp4,797887,20.29424,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,424,640,314527,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Amberny ♡ - say hi for a 🍑 in your dms [1995984143357014016].mp4,806640,6.130068,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,718,1160,1052699,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Nickii - Chudai 🤎 [2002249697696649216].mp4,810678,3.761633,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1724098,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Wataa &gt;~&lt; [1897088506708791296].mp4,811675,9.752381,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,554,665827,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ROXANNE 🖤 - booty vs head 😳🍆💦 [1866897633023012864].mp4,830524,6.594467,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1007540,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mai ♡ - groping ：p [1941284328580775936].mp4,831324,9.361667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1054,592,710406,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Lina ♡ - Dm 4 menu [1955831774447366144].mp4,837972,3.947392,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1698279,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Pearl ✿ - Get behind this! [2001997547846438912].mp4,841689,11.586757,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,960,720,581138,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - i do need a seat… [2005657273755123712].mp4,845921,5.24771,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1289584,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/clair ：3 - ：3 #nsfwtwt [1995230663654703104].mp4,857872,9.241542,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,742622,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - What’s ur volume at hehehe &gt;~&lt; [1886965981542801408].mp4,863985,9.98458,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,692255,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Jazmen - Bigger than my head [2013874954522238979].mp4,867131,4.7,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,1280,1475967,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mother melons 🍉 - chudai [1984306219205402625].mp4,869208,5.01551,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1386432,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/‧͙⁺˚＊･༓☾ bunny ☽༓･＊˚⁺‧͙ - Chudai [1963419305560694784].mp4,870716,9.241542,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,960,540,753740,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Bambithick - WATAA 😮‍💨 [1980826340946284544].mp4,871931,6.849887,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1018330,moov-before-mdat,remux-faststart-only,yes
